emp_id,name,salary,address,loc,email
7225,amit nair,80500,usa,,
7226,mary johnson,76000,india,,
7227,james miller,54000,india,,
7228,sneha taylor,36000,india,,
7229,deepak gupta,78000,india,,
7230,laura sharma,17000,india,,
7231,kevin verma,43000,usa,,
7232,arjun iyer,26000,india,,
7233,asha nair,23000,usa,,
7234,emily kumar,16500,india,,
7235,pooja verma,75500,usa,,
7236,kavita wilson,34500,usa,,
7237,priya verma,47500,usa,,
7238,priya singh,41500,india,,
7239,mary johnson,56000,india,,
7240,neha verma,51000,india,,
7241,rinku singh,17500,usa,,
7242,rohit,67500,usa,,
7243,kevin verma,95500,india,,
7244,neha davis,56000,usa,,
7245,john smith,68000,usa,,
7246,karen kumar,49000,usa,,
7247,asha patel,81000,india,,
7248,rahul reddy,62000,usa,,
7249,mary reddy,17000,usa,,
7250,asha verma,89000,india,,
7251,rani davis,23000,usa,,
7252,james verma,12000,india,,
7253,sarah reddy,30000,usa,,
7254,suresh patel,61500,india,,
7255,robert moore,26000,india,,
7256,priya wilson,55500,usa,,
7257,vikram brown,89000,usa,,
7258,kavita,77500,india,,
7259,divya wilson,83000,india,,
7260,manish,54000,india,,
7261,suresh johnson,73000,india,,
7262,suresh taylor,90000,usa,,
7263,neha singh,30000,india,,
7264,rani sharma,92500,usa,,
7265,divya taylor,53000,usa,,
7266,suresh iyer,34000,usa,,
7267,anita reddy,88000,usa,,
7268,priya gupta,52500,india,,
7269,rinku smith,96500,india,,
7270,kavita moore,61000,india,,
7271,james sharma,46500,india,,
7272,pooja nair,43500,india,,
7273,robert johnson,48000,usa,,
7274,sanjay miller,61000,usa,,
7275,rinku,42500,india,,
7276,daniel moore,52000,usa,,
7277,susan iyer,36000,india,,
7278,rahul brown,52000,usa,,
7279,karen reddy,38000,usa,,
7280,sarah moore,75000,usa,,
7281,james johnson,64000,india,,
7282,amit singh,59500,india,,
7283,robert reddy,27500,india,,
7284,priya patel,34500,usa,,
7285,manish iyer,71500,usa,,
7286,michael verma,83500,india,,
7287,sneha moore,12000,india,,
7288,mary patel,42500,usa,,
7289,meera taylor,31500,usa,,
7290,asha verma,85000,india,,
7291,sanjay miller,82000,india,,
7292,linda kumar,49000,usa,,
7293,suresh taylor,40500,usa,,
7294,priya davis,70500,india,,
7295,neha smith,38000,india,,
7296,susan wilson,11000,usa,,
7297,daniel moore,61500,usa,,
7298,mary brown,98000,india,,
7299,vikram johnson,94500,india,,
7300,vikram moore,31000,india,,
7301,anita moore,37500,india,,
7302,meera johnson,36500,india,,
7303,karen moore,75500,usa,,
7304,karen taylor,48000,usa,,
7305,jessica davis,91500,usa,,
7306,daniel,88000,usa,,
7307,divya smith,80500,india,,
7308,william iyer,45500,usa,,
7309,william smith,28500,india,,
7310,deepak johnson,91000,india,,
7311,priya wilson,51000,usa,,
7312,mary nair,74000,usa,,
7313,divya taylor,68500,usa,,
7314,priya verma,100000,usa,,
7315,sarah brown,97500,india,,
7316,karen miller,51000,india,,
7317,anita wilson,64000,usa,,
7318,mary kumar,44000,usa,,
7319,david smith,19000,usa,,
7320,karen gupta,24000,usa,,
7321,michael moore,86500,usa,,
7322,meera,16000,india,,
7323,david moore,33500,india,,
7324,anita brown,34500,india,,
7325,priya smith,83500,usa,,
7326,kavita nair,45500,india,,
7327,suresh moore,45500,india,,
7328,asha nair,71000,usa,,
7329,robert taylor,16000,usa,,
7330,karen sharma,20500,india,,
7331,divya,36000,india,,
7332,asha taylor,10500,india,,
7333,mary kumar,66000,india,,
7334,linda moore,61000,usa,,
7335,jessica patel,54000,usa,,
7336,sanjay iyer,63000,india,,
7337,david kumar,84500,india,,
7338,susan sharma,88500,usa,,
7339,jessica iyer,61500,india,,
7340,jessica reddy,16000,usa,,
7341,sneha brown,99000,usa,,
7342,amit patel,86500,india,,
7343,sarah johnson,62000,usa,,
7344,kavita moore,56500,india,,
7345,vikram verma,55500,usa,,
7346,sneha taylor,41000,india,,
7347,jessica miller,53500,usa,,
7348,laura reddy,21000,india,,
7349,james nair,63000,usa,,
7350,sneha johnson,60500,usa,,
7351,daniel iyer,46500,usa,,
7352,manish miller,81500,india,,
7353,william smith,20500,india,,
7354,daniel verma,68000,usa,,
7355,linda johnson,18500,india,,
7356,divya gupta,22000,usa,,
7357,vikram smith,36000,india,,
7358,karen iyer,89000,india,,
7359,sarah kumar,76000,usa,,
7360,william iyer,66000,usa,,
7361,karen johnson,58500,usa,,
7362,rinku wilson,12000,usa,,
7363,john gupta,88000,usa,,
7364,sneha gupta,38000,usa,,
7365,kevin wilson,94000,usa,,
7366,rahul smith,62500,india,,
7367,kavita,84500,usa,,
7368,neha wilson,61500,india,,
7369,asha patel,54000,india,,
7370,linda miller,69500,india,,
7371,neha sharma,24000,india,,
7372,mary iyer,69000,usa,,
7373,deepak gupta,88500,usa,,
7374,meera verma,94000,usa,,
7375,kevin wilson,27000,india,,
7376,david johnson,69500,usa,,
7377,susan iyer,23000,india,,
7378,mary iyer,92500,usa,,
7379,asha patel,60000,usa,,
7380,linda miller,37000,usa,,
7381,kavita kumar,28500,usa,,
7382,linda johnson,80500,india,,
7383,david wilson,86500,usa,,
7384,jessica johnson,74000,india,,
7385,robert brown,15500,india,,
7386,sarah iyer,90000,india,,
7387,arjun davis,31000,india,,
7388,sneha gupta,66500,india,,
7389,asha,69500,india,,
7390,sanjay brown,85500,usa,,
7391,rahul iyer,73000,usa,,
7392,meera gupta,25500,usa,,
7393,john smith,15000,india,,
7394,jessica gupta,57500,usa,,
7395,rinku patel,69000,india,,
7396,arjun brown,22500,india,,
7397,amit miller,54500,india,,
7398,rinku patel,66000,india,,
7399,james miller,83000,usa,,
7400,rinku wilson,79500,usa,,
7401,pooja moore,50000,usa,,
7402,rahul brown,100000,india,,
7403,anita johnson,84000,india,,
7404,laura davis,66500,usa,,
7405,meera johnson,35000,usa,,
7406,jessica kumar,57000,usa,,
7407,sarah davis,15500,usa,,
7408,neha miller,26000,india,,
7409,kevin taylor,37000,usa,,
7410,priya singh,39500,usa,,
7411,rahul singh,88000,india,,
7412,amit iyer,34000,india,,
7413,emily gupta,31000,usa,,
7414,asha kumar,65000,usa,,
7415,deepak smith,71000,usa,,
7416,michael verma,98500,usa,,
7417,sarah,35000,india,,
7418,neha miller,96000,india,,
7419,linda davis,56500,india,,
7420,james,75500,india,,
7421,mary nair,95500,usa,,
7422,meera wilson,85500,usa,,
7423,amit reddy,74500,usa,,
7424,karen patel,21000,india,,
7425,suresh singh,31000,india,,
7426,sanjay nair,51000,india,,
7427,james verma,23500,usa,,
7428,kevin reddy,52500,usa,,
7429,susan smith,67500,usa,,
7430,divya brown,57500,india,,
7431,pooja johnson,97500,usa,,
7432,divya gupta,19500,india,,
7433,sarah patel,98000,usa,,
7434,priya singh,58500,usa,,
7435,arjun moore,12000,usa,,
7436,kavita sharma,36000,india,,
7437,sneha miller,64500,usa,,
7438,rahul taylor,45500,usa,,
7439,priya iyer,58500,india,,
7440,vikram,19500,usa,,
7441,sarah kumar,35000,india,,
7442,john iyer,17500,india,,
7443,anita nair,66500,india,,
7444,kevin singh,59500,india,,
7445,arjun,75000,usa,,
7446,susan gupta,69500,usa,,
7447,rinku,63500,usa,,
7448,karen patel,79500,india,,
7449,emily brown,28000,usa,,
7450,manish wilson,63500,usa,,
7451,amit davis,33500,india,,
7452,jessica reddy,15000,usa,,
7453,kevin moore,76000,usa,,
7454,laura sharma,94000,usa,,
7455,rahul moore,59500,india,,
7456,rinku kumar,95500,india,,
7457,james gupta,93500,usa,,
7458,susan iyer,88500,usa,,
7459,emily gupta,23500,india,,
7460,susan sharma,51000,india,,
7461,rani brown,42000,india,,
7462,jessica,39000,usa,,
7463,suresh smith,94500,india,,
7464,michael sharma,25500,india,,
7465,linda taylor,83000,india,,
7466,arjun brown,79500,india,,
7467,susan miller,11000,usa,,
7468,divya nair,25000,usa,,
7469,meera verma,86500,india,,
7470,susan reddy,53500,india,,
7471,susan,27500,india,,
7472,anita davis,83000,india,,
7473,laura moore,68000,usa,,
7474,divya moore,11000,india,,
7475,deepak singh,57000,india,,
7476,daniel gupta,34500,india,,
7477,manish davis,56000,usa,,
7478,meera smith,20500,usa,,
7479,asha smith,42000,usa,,
7480,sneha johnson,25500,india,,
7481,vikram verma,48500,india,,
7482,priya reddy,79500,india,,
7483,arjun verma,83000,usa,,
7484,linda moore,91000,usa,,
7485,manish kumar,53000,usa,,
7486,rahul wilson,73000,india,,
7487,jessica,34500,india,,
7488,david davis,74000,usa,,
7489,neha gupta,19000,india,,
7490,sanjay brown,10500,usa,,
7491,priya brown,42000,india,,
7492,laura smith,36500,india,,
7493,michael brown,81500,usa,,
7494,anita taylor,68000,usa,,
7495,emily miller,95000,usa,,
7496,neha,59500,usa,,
7497,deepak gupta,51500,usa,,
7498,deepak verma,91500,usa,,
7499,meera sharma,39000,india,,
7500,pooja iyer,84000,usa,,
7501,michael smith,73500,usa,,
7502,mary patel,10000,usa,,
7503,kevin iyer,78000,india,,
7504,asha miller,37500,india,,
7505,kevin verma,54000,usa,,
7506,rani smith,47000,india,,
7507,william sharma,68000,usa,,
7508,asha wilson,62500,india,,
7509,rahul patel,16500,usa,,
7510,william brown,49000,usa,,
7511,linda gupta,96000,usa,,
7512,robert smith,69000,india,,
7513,daniel miller,29000,india,,
7514,james singh,47500,usa,,
7515,divya,36000,india,,
7516,daniel iyer,97500,usa,,
7517,sarah johnson,63000,india,,
7518,karen brown,85500,india,,
7519,robert verma,37500,india,,
7520,robert taylor,70500,india,,
7521,michael miller,68000,usa,,
7522,linda miller,15000,india,,
7523,robert reddy,58000,india,,
7524,jessica miller,85000,india,,
7525,michael verma,95500,india,,
7526,neha miller,40500,usa,,
7527,anita reddy,80500,usa,,
7528,pooja nair,94500,india,,
7529,robert taylor,93500,india,,
7530,rohit singh,30500,india,,
7531,arjun kumar,16500,india,,
7532,sneha kumar,42000,usa,,
7533,james,61000,india,,
7534,james iyer,39000,india,,
7535,susan johnson,93500,india,,
7536,arjun smith,66000,usa,,
7537,john reddy,86500,usa,,
7538,priya reddy,74500,usa,,
7539,meera wilson,16000,india,,
7540,james iyer,42000,usa,,
7541,rohit taylor,71000,usa,,
7542,meera patel,24500,india,,
7543,sanjay nair,56000,usa,,
7544,asha reddy,77500,india,,
7545,john kumar,66500,usa,,
7546,asha reddy,56500,usa,,
7547,rani wilson,81000,usa,,
7548,laura moore,91500,usa,,
7549,kevin brown,13500,india,,
7550,rinku kumar,85500,india,,
7551,vikram patel,41500,india,,
7552,william sharma,21500,usa,,
7553,laura brown,63000,india,,
7554,suresh taylor,70000,usa,,
7555,vikram moore,73500,india,,
7556,amit iyer,30000,usa,,
7557,linda davis,32000,india,,
7558,william brown,49500,usa,,
7559,anita davis,11000,india,,
7560,arjun nair,79000,india,,
7561,william,12000,usa,,
7562,priya sharma,32500,usa,,
7563,asha smith,97500,india,,
7564,kavita,28500,india,,
7565,manish verma,72500,usa,,
7566,asha johnson,44500,india,,
7567,susan iyer,77500,usa,,
7568,suresh verma,17000,usa,,
7569,susan davis,26500,usa,,
7570,john,22500,usa,,
7571,vikram brown,97000,usa,,
7572,sanjay iyer,31500,india,,
7573,deepak brown,17000,usa,,
7574,kevin smith,47000,india,,
7575,arjun,83000,usa,,
7576,daniel wilson,28000,india,,
7577,laura singh,60500,india,,
7578,karen sharma,21000,usa,,
7579,mary miller,86000,india,,
7580,deepak reddy,61000,usa,,
7581,amit iyer,94500,usa,,
7582,daniel patel,89000,usa,,
7583,manish patel,56500,india,,
7584,rahul davis,73500,usa,,
7585,suresh,89000,india,,
7586,david verma,83000,india,,
7587,rinku patel,81500,india,,
7588,laura johnson,26000,india,,
7589,deepak reddy,82000,usa,,
7590,manish iyer,83500,india,,
7591,william smith,74500,india,,
7592,rahul smith,78500,usa,,
7593,john patel,19500,usa,,
7594,sneha miller,20500,usa,,
7595,vikram,69500,usa,,
7596,emily gupta,99000,india,,
7597,asha nair,48000,usa,,
7598,meera davis,30000,usa,,
7599,suresh johnson,86500,india,,
7600,sarah taylor,40000,india,,
7601,pooja gupta,93500,usa,,
7602,michael kumar,92500,usa,,
7603,emily wilson,31500,usa,,
7604,asha singh,91000,usa,,
7605,arjun smith,48500,usa,,
7606,sarah wilson,31000,usa,,
7607,linda wilson,24000,usa,,
7608,susan gupta,38500,india,,
7609,vikram sharma,38500,usa,,
7610,kevin,92000,usa,,
7611,suresh gupta,70000,usa,,
7612,neha,16000,usa,,
7613,manish verma,63500,usa,,
7614,william kumar,71000,usa,,
7615,suresh gupta,31000,usa,,
7616,james reddy,26000,usa,,
7617,sanjay reddy,14000,india,,
7618,robert kumar,16500,india,,
7619,divya sharma,22500,usa,,
7620,kavita miller,40500,india,,
7621,anita miller,33500,india,,
7622,susan gupta,18000,usa,,
7623,jessica smith,63500,india,,
7624,manish verma,76500,usa,,
7625,suresh kumar,37500,usa,,
7626,sarah iyer,67000,usa,,
7627,vikram nair,83500,india,,
7628,john davis,97500,usa,,
7629,william wilson,20500,usa,,
7630,meera,31500,india,,
7631,karen nair,48500,usa,,
7632,meera brown,51500,india,,
7633,rinku singh,28000,india,,
7634,rinku sharma,65000,usa,,
7635,emily davis,18500,usa,,
7636,asha reddy,67500,usa,,
7637,meera smith,50500,usa,,
7638,neha gupta,32500,india,,
7639,anita brown,89000,usa,,
7640,kavita sharma,65000,usa,,
7641,linda iyer,83000,india,,
7642,arjun gupta,39500,usa,,
7643,rani iyer,50500,india,,
7644,pooja johnson,32000,usa,,
7645,laura kumar,52500,usa,,
7646,arjun kumar,75000,india,,
7647,deepak kumar,12500,usa,,
7648,deepak iyer,53500,india,,
7649,sneha sharma,33000,india,,
7650,karen gupta,22500,india,,
7651,kavita gupta,70500,usa,,
7652,rani taylor,57500,india,,
7653,emily nair,17000,india,,
7654,deepak johnson,15500,usa,,
7655,amit brown,16000,india,,
7656,meera reddy,51500,india,,
7657,rani wilson,21000,usa,,
7658,david smith,78000,usa,,
7659,neha iyer,91000,india,,
7660,divya reddy,29000,usa,,
7661,mary brown,49000,india,,
7662,priya nair,57500,usa,,
7663,priya reddy,51000,india,,
7664,daniel sharma,72000,india,,
7665,priya kumar,54000,india,,
7666,david kumar,98000,usa,,
7667,sanjay verma,88500,usa,,
7668,anita smith,98500,usa,,
7669,john johnson,73500,india,,
7670,susan davis,39500,india,,
7671,daniel reddy,45500,usa,,
7672,meera,65000,india,,
7673,robert reddy,19500,usa,,
7674,karen kumar,50000,india,,
7675,manish,68500,usa,,
7676,amit smith,15000,usa,,
7677,kavita sharma,50000,usa,,
7678,daniel johnson,95000,usa,,
7679,michael miller,19500,usa,,
7680,arjun singh,98500,usa,,
7681,rani moore,15000,india,,
7682,rahul sharma,20000,usa,,
7683,robert patel,16000,india,,
7684,kavita wilson,75500,india,,
7685,kevin singh,14500,usa,,
7686,susan patel,59000,india,,
7687,laura moore,24500,usa,,
7688,daniel wilson,78500,usa,,
7689,priya moore,97500,usa,,
7690,robert sharma,54500,india,,
7691,james smith,61000,india,,
7692,james wilson,32500,india,,
7693,manish wilson,29500,usa,,
7694,vikram,91500,india,,
7695,rohit miller,29500,india,,
7696,emily singh,55000,usa,,
7697,rohit,69500,india,,
7698,rani taylor,38000,india,,
7699,susan miller,76500,usa,,
7700,rahul iyer,54000,usa,,
7701,laura singh,62500,usa,,
7702,priya iyer,59500,usa,,
7703,sanjay sharma,65500,usa,,
7704,sarah moore,63000,usa,,
7705,linda verma,81500,usa,,
7706,jessica patel,20500,usa,,
7707,asha johnson,65000,india,,
7708,david johnson,61000,india,,
7709,asha kumar,21000,india,,
7710,michael singh,85000,india,,
7711,rani sharma,27000,usa,,
7712,sarah johnson,64500,usa,,
7713,sneha kumar,70000,usa,,
7714,william kumar,12000,india,,
7715,rahul brown,73000,usa,,
7716,rahul nair,63000,india,,
7717,linda gupta,80000,usa,,
7718,kavita,23000,india,,
7719,sanjay sharma,27500,usa,,
7720,rohit smith,51000,india,,
7721,neha smith,47500,india,,
7722,daniel sharma,95000,india,,
7723,jessica brown,90500,usa,,
7724,meera moore,75000,usa,,
7725,suresh gupta,58000,india,,
7726,susan singh,11500,india,,
7727,rohit kumar,77000,india,,
7728,neha,13500,india,,
7729,rohit kumar,50000,india,,
7730,asha kumar,12000,usa,,
7731,divya patel,66000,usa,,
7732,john iyer,62500,usa,,
7733,kavita moore,89000,usa,,
7734,arjun johnson,22500,usa,,
7735,vikram reddy,53000,india,,
7736,michael smith,90500,usa,,
7737,neha,31000,india,,
7738,meera sharma,26500,india,,
7739,rohit sharma,57500,usa,,
7740,emily miller,23000,india,,
7741,linda verma,94000,usa,,
7742,sarah sharma,43500,india,,
7743,sarah nair,74500,india,,
7744,mary verma,62500,usa,,
7745,karen sharma,79000,india,,
7746,pooja singh,84000,india,,
7747,jessica moore,80500,usa,,
7748,divya wilson,91000,india,,
7749,laura brown,34500,usa,,
7750,priya smith,27500,usa,,
7751,susan smith,80500,usa,,
7752,asha gupta,29500,india,,
7753,kavita nair,43000,india,,
7754,sanjay taylor,79500,usa,,
7755,arjun verma,41000,usa,,
7756,meera miller,19500,usa,,
7757,linda sharma,38500,india,,
7758,anita taylor,14000,india,,
7759,james brown,90500,india,,
7760,sanjay patel,87000,india,,
7761,robert,59000,india,,
7762,rani iyer,68000,india,,
7763,daniel patel,23000,india,,
7764,john brown,94000,india,,
7765,asha wilson,62000,india,,
7766,rohit verma,15500,india,,
7767,sanjay verma,45500,india,,
7768,arjun verma,76000,india,,
7769,anita taylor,91000,india,,
7770,asha,53500,india,,
7771,deepak nair,50000,india,,
7772,michael,49500,usa,,
7773,michael sharma,74000,usa,,
7774,robert,83000,usa,,
7775,neha brown,68000,india,,
7776,rohit moore,68500,india,,
7777,amit,35000,india,,
7778,sanjay johnson,59500,usa,,
7779,john wilson,26000,india,,
7780,emily smith,94500,usa,,
7781,divya sharma,68000,usa,,
7782,rani kumar,37000,usa,,
7783,sanjay iyer,89000,usa,,
7784,manish kumar,41500,india,,
7785,deepak brown,88500,usa,,
7786,priya nair,90500,usa,,
7787,asha verma,10500,usa,,
7788,rani kumar,31000,usa,,
7789,michael johnson,39500,india,,
7790,laura sharma,54500,usa,,
7791,susan kumar,21000,india,,
7792,priya,78000,usa,,
7793,mary gupta,62000,india,,
7794,vikram smith,38500,usa,,
7795,rinku brown,46500,india,,
7796,neha iyer,66000,usa,,
7797,sarah brown,69000,usa,,
7798,laura brown,91000,usa,,
7799,daniel iyer,76000,india,,
7800,emily,93000,india,,
7801,susan patel,13000,india,,
7802,emily miller,10500,india,,
7803,michael wilson,38000,usa,,
7804,john gupta,86000,india,,
7805,arjun sharma,66500,india,,
7806,anita verma,66500,india,,
7807,karen sharma,14500,usa,,
7808,rani nair,21500,usa,,
7809,rohit gupta,21000,usa,,
7810,mary davis,67000,usa,,
7811,deepak kumar,39500,usa,,
7812,robert smith,57500,india,,
7813,deepak patel,71000,india,,
7814,sneha kumar,56000,india,,
7815,manish sharma,49500,india,,
7816,james brown,54500,india,,
7817,james patel,88500,usa,,
7818,emily kumar,23000,usa,,
7819,sneha gupta,64500,india,,
7820,divya moore,73000,india,,
7821,arjun taylor,54500,usa,,
7822,mary kumar,89500,india,,
7823,william brown,80500,usa,,
7824,priya iyer,99500,india,,
7825,meera iyer,83500,india,,
7826,anita wilson,87500,usa,,
7827,michael sharma,65000,india,,
7828,linda johnson,81500,india,,
7829,william kumar,50500,usa,,
7830,suresh patel,25500,usa,,
7831,suresh smith,13000,usa,,
7832,laura singh,57000,usa,,
7833,susan gupta,61000,india,,
7834,kevin miller,11500,india,,
7835,rohit smith,56000,usa,,
7836,manish kumar,86500,india,,
7837,sanjay reddy,70500,india,,
7838,kevin brown,60500,india,,
7839,linda smith,26000,india,,
7840,mary,89500,india,,
7841,james sharma,10500,india,,
7842,priya patel,95000,india,,
7843,priya smith,64000,india,,
7844,robert verma,84500,usa,,
7845,arjun taylor,43000,usa,,
7846,daniel verma,27500,india,,
7847,deepak,16000,india,,
7848,arjun moore,48500,usa,,
7849,neha taylor,61500,usa,,
7850,suresh singh,96000,india,,
7851,amit sharma,43500,usa,,
7852,sarah patel,73000,usa,,
7853,meera davis,56000,usa,,
7854,robert verma,87500,india,,
7855,suresh verma,77500,india,,
7856,suresh,62500,india,,
7857,priya moore,60500,usa,,
7858,anita wilson,59000,india,,
7859,deepak,29500,india,,
7860,robert iyer,24500,usa,,
7861,meera davis,74500,india,,
7862,john verma,62500,usa,,
7863,karen iyer,11500,india,,
7864,kavita kumar,83500,india,,
7865,deepak nair,53500,india,,
7866,kevin reddy,91000,usa,,
7867,emily patel,32000,usa,,
7868,meera miller,84500,usa,,
7869,john nair,33500,usa,,
7870,pooja davis,42500,usa,,
7871,asha moore,45500,india,,
7872,karen taylor,65500,india,,
7873,anita verma,49500,india,,
7874,deepak sharma,64500,usa,,
7875,rani moore,13000,usa,,
7876,laura wilson,71000,india,,
7877,mary smith,99500,usa,,
7878,neha brown,99000,india,,
7879,william moore,71000,india,,
7880,vikram johnson,83500,india,,
7881,kavita,44000,usa,,
7882,meera miller,31500,india,,
7883,robert nair,60500,usa,,
7884,rani singh,28500,india,,
7885,john moore,48000,india,,
7886,kevin,32000,usa,,
7887,david wilson,69500,india,,
7888,emily singh,87000,usa,,
7889,jessica smith,54000,india,,
7890,kavita iyer,67500,usa,,
7891,priya verma,18000,usa,,
7892,sneha brown,68000,india,,
7893,sneha moore,64000,india,,
7894,david brown,93500,usa,,
7895,karen patel,23000,india,,
7896,linda taylor,47000,india,,
7897,sneha singh,13500,india,,
7898,kevin sharma,56000,usa,,
7899,meera sharma,75000,india,,
7900,vikram iyer,91500,india,,
7901,daniel miller,38500,india,,
7902,anita sharma,70000,india,,
7903,priya nair,91000,usa,,
7904,deepak davis,55000,usa,,
7905,kevin johnson,29000,india,,
7906,manish wilson,27000,india,,
7907,amit miller,12500,usa,,
7908,suresh taylor,70000,usa,,
7909,amit davis,97000,india,,
7910,jessica davis,36500,usa,,
7911,john verma,30000,usa,,
7912,david smith,21500,india,,
7913,rani johnson,20000,india,,
7914,daniel patel,89000,usa,,
7915,kevin iyer,26000,india,,
7916,karen nair,36500,india,,
7917,manish singh,63500,india,,
7918,michael reddy,26500,india,,
7919,john sharma,29500,india,,
7920,manish singh,95500,usa,,
7921,kavita iyer,35000,usa,,
7922,mary singh,83500,india,,
7923,karen reddy,81500,india,,
7924,anita davis,60500,india,,
7925,anita davis,64500,usa,,
7926,laura wilson,96500,usa,,
7927,manish kumar,36000,india,,
7928,sanjay johnson,45500,usa,,
7929,amit,59500,india,,
7930,karen brown,43500,usa,,
7931,manish,97500,usa,,
7932,rohit smith,80500,india,,
7933,rahul smith,93500,india,,
7934,jessica davis,48000,india,,
7935,robert nair,76000,india,,
7936,suresh gupta,22000,india,,
7937,david,50500,india,,
7938,robert davis,22500,india,,
7939,anita smith,30500,usa,,
7940,linda nair,99000,india,,
7941,vikram reddy,94500,india,,
7942,john moore,80000,india,,
7943,emily miller,91000,usa,,
7944,meera johnson,44500,india,,
7945,asha wilson,61500,india,,
7946,mary singh,86000,usa,,
7947,rinku patel,21000,india,,
7948,mary nair,51500,usa,,
7949,daniel davis,33000,usa,,
7950,michael taylor,80500,india,,
7951,susan sharma,38000,india,,
7952,michael iyer,78000,india,,
7953,meera,42500,usa,,
7954,kevin moore,10500,usa,,
7955,anita taylor,65000,india,,
7956,asha reddy,32500,india,,
7957,linda smith,98500,usa,,
7958,linda nair,15500,usa,,
7959,david davis,66500,usa,,
7960,michael wilson,86500,india,,
7961,rahul singh,67000,india,,
7962,rani gupta,52000,usa,,
7963,robert reddy,66500,usa,,
7964,john patel,21000,usa,,
7965,manish taylor,82500,usa,,
7966,sarah miller,14500,india,,
7967,david nair,33000,india,,
7968,sneha singh,58500,usa,,
7969,neha,75500,india,,
7970,divya miller,65000,india,,
7971,suresh moore,91000,india,,
7972,manish wilson,45500,usa,,
7973,rahul patel,41500,usa,,
7974,suresh miller,23000,usa,,
7975,susan sharma,38000,india,,
7976,sarah wilson,79000,usa,,
7977,kavita moore,56500,usa,,
7978,daniel patel,79500,usa,,
7979,meera miller,60500,india,,
7980,neha,92500,india,,
7981,william kumar,73500,usa,,
7982,asha iyer,50000,usa,,
7983,sanjay gupta,45000,india,,
7984,rinku miller,61500,india,,
7985,karen reddy,59000,usa,,
7986,rohit kumar,48000,usa,,
7987,david patel,98000,usa,,
7988,rani iyer,41500,usa,,
7989,daniel singh,88000,usa,,
7990,neha miller,87500,usa,,
7991,linda moore,50000,usa,,
7992,daniel kumar,96000,usa,,
7993,mary davis,95000,india,,
7994,james wilson,77000,usa,,
7995,sneha gupta,96500,india,,
7996,jessica singh,17000,usa,,
7997,rahul miller,69500,usa,,
7998,rahul singh,50000,india,,
7999,manish wilson,75000,india,,
8000,james nair,29000,india,,
8001,arjun moore,51000,usa,,
8002,manish kumar,34000,usa,,
8003,mary reddy,80500,usa,,
8004,rinku nair,38500,india,,
8005,suresh brown,50000,india,,
8006,vikram miller,40000,usa,,
8007,mary patel,46000,usa,,
8008,kavita iyer,86000,india,,
8009,arjun reddy,26000,india,,
8010,divya wilson,72000,india,,
8011,rohit davis,88000,usa,,
8012,rinku kumar,55500,usa,,
8013,linda johnson,98500,usa,,
8014,rinku reddy,14500,india,,
8015,robert patel,70000,usa,,
8016,amit singh,63500,usa,,
8017,sanjay johnson,82000,usa,,
8018,william brown,24000,india,,
8019,rahul taylor,82000,india,,
8020,priya reddy,71000,india,,
8021,robert smith,13500,usa,,
8022,susan patel,29500,india,,
8023,kavita taylor,93000,india,,
8024,rani johnson,59000,usa,,
8025,rohit davis,81000,usa,,
8026,meera,42500,usa,,
8027,linda smith,53500,usa,,
8028,neha reddy,62000,india,,
8029,mary davis,10500,usa,,
8030,jessica wilson,78500,usa,,
8031,sneha kumar,92500,india,,
8032,jessica davis,34500,india,,
8033,sanjay davis,14500,india,,
8034,sarah nair,98500,india,,
8035,susan brown,94500,india,,
8036,karen,33500,india,,
8037,kavita sharma,82000,usa,,
8038,linda smith,96500,india,,
8039,susan patel,68500,india,,
8040,karen miller,13000,india,,
8041,mary patel,32000,india,,
8042,neha singh,84500,india,,
8043,sanjay gupta,88000,india,,
8044,emily davis,86500,usa,,
8045,vikram patel,58500,india,,
8046,amit taylor,93000,india,,
8047,meera kumar,85000,india,,
8048,vikram brown,93000,india,,
8049,anita,53000,india,,
8050,rani wilson,20500,india,,
8051,pooja davis,15000,india,,
8052,laura reddy,28500,india,,
8053,emily miller,45500,india,,
8054,emily sharma,50000,usa,,
8055,laura smith,72500,usa,,
8056,vikram taylor,28500,india,,
8057,susan singh,29000,india,,
8058,sarah,20000,india,,
8059,robert taylor,16500,usa,,
8060,sanjay davis,100000,usa,,
8061,linda moore,84000,usa,,
8062,suresh iyer,72500,usa,,
8063,manish davis,98500,india,,
8064,karen iyer,66000,india,,
8065,sanjay smith,32500,usa,,
8066,emily singh,67500,usa,,
8067,sanjay wilson,73000,usa,,
8068,manish miller,10000,usa,,
8069,robert smith,71000,usa,,
8070,emily sharma,65500,india,,
8071,kavita moore,74000,usa,,
8072,kavita taylor,49000,india,,
8073,susan moore,17500,india,,
8074,daniel reddy,61000,india,,
8075,james iyer,25000,usa,,
8076,rani,53500,india,,
8077,jessica verma,92500,usa,,
8078,rinku smith,59500,usa,,
8079,kevin moore,11000,india,,
8080,amit brown,58000,usa,,
8081,william johnson,91000,india,,
8082,kavita miller,84500,india,,
8083,anita nair,43500,india,,
8084,laura johnson,40000,usa,,
8085,divya verma,61000,india,,
8086,priya verma,88500,usa,,
8087,laura,76500,usa,,
8088,manish patel,70000,india,,
8089,daniel brown,72000,india,,
8090,linda nair,15000,usa,,
8091,emily patel,17000,usa,,
